video_id,channel_name,video_title
WJ7Ywiq8bsU,TIME,Step Inside The National Air And Space Museum's '2001: A Space Odyssey' Exhibit | 360 Video | TIME
B2Ugi9umn4c,TheHill,Saagar Enjeti: Tulsi Gabbard deserves some of Hillary's corrupt money
gPxRo9Sid2E,FoxBusiness,Former Pence adviser shreds Psaki's 'absolutely moronic' comments
Cfaqen22Wgw,CBSMornings,Black box reportedly reveals panic at cockpit door in Germanwings crash
I1VvZjploCI,Vox,"After Charlottesville, how do we cover an immoral president?"
OILBAbva6QA,Vox,"The Zika virus, explained"
eY85f9V6ySM,TheHill,Saagar Enjeti: Janet Yellen Paid 800 GRAND From Hedge Fund Linked To Robinhood Scandal
dkf9BagFEZs,Politico,Coronavirus Dispatch: Deal or no deal on Covid relief
5Nr8DjP7L44,BloombergTelevision,The Big Short's Steve Eisman on Risks of a Global Recession
yo1DKWW5w8w,BloombergTelevision,Senate Vote on Stimulus Bill Likely Pushed Into Weekend
qj2jDQF1Zd4,Forbes,Cryptocurrency Billionaire; Golden Globes Predictions | Forbes Flash
EOK96TIMp34,CBSMornings,"Saturday Sessions: Charles Bradley performs ""Changes"""
qkuAfaC0X20,DailyMail,Putin speech: Warns 'scum' traitors that Russians will 'spit them out'
n5pZdymOa0k,CBS,Son of El Chapo's partner gives detailed testimony about Sinaloa cartel
enoW4R4omJY,DailyMail,PM Boris Johnson admits he quit journalism for politics after 'feeling guilty'
gUc5oN_ffRo,TheEconomist,The future of work: is your job safe?
GP3xUqsEKNI,Reuters,Kim Jong Un's wife makes rare public appearance
AmMAuic35uI,USAToday,"Moose attacks woman on the street, kicks her in the head | USA TODAY"
789KgundH94,TheWeatherChannel,Weather Gone Viral- Filming a Tornado
TFJ75eY9cZw,USAToday,Naked men caught on camera stealing bacon
9yEI5sjzno8,DailyMail,Baby girl gags when trying yoghurt for the first time - Daily Mail
MILEKj2UvmQ,ABC7,"Loose truck tire rolls and bounces down New Jersey highway, smashes into Jeep | ABC7"
iW9FP-2rS_8,DailyMail,Black Lives Matter protesters clash with armed Trump supporters in Louisville and Rochester
yeQE8cCwUd4,BBCNews,"Thai princess collapses from heart condition, palace says - BBC News"
BrcQCupx82I,NYPost,"Joe Biden: If You Got Vaccinated, You've ""Earned the Right"" to Greet Others with a Smile"
tNWTkiOSH40,AssociatedPress,Michael Phelps Breaks 400 Meter Swim Record
msDt9cEgJB0,TheHill,Panel: Media Silent As Biden 1st Prez In 100 YEARS To Go Without Press Conference
2ZRtb-Mzu44,LATimes,Passions flare in Portland standoff between protesters and federal agents
ofq2XTiS8q4,C-SPAN,"A. Scott Berg, Author, ""Wilson"""
wXvqJTOKcp0,BBCNews,Alexandria Ocasio-Cortez: 'Congresswomen can dance too' - BBC News
nwdC8TM3-tk,WashingtonTimes,"Morning Briefing (July 23, 2009)"
j5XcmIIZdYk,USAToday,Airman pulls off two sneaky sibling reunions | Militarykind
8ksfVX40mwA,FoxBusiness,Ex-jewelry thief breaks down the $1 billion museum heist
I6hKUy7dfPg,TIME,"Gunmen Attack The Chinese Consulate In Pakistan, Killing Two Police Officers | TIME"
J0LVTbltWLI,ABCNews,"Grimes Interview 2012: Claire Boucher Discusses Artistic Alter-Ego, Album 'Visions'"
zxtevsqYGRs,LATimes,Kevin Love challenges Luke Walton to a volleyball game
VUAnN-3iAQA,BusinessInsider,Hurricane Dorian Satellite Footage As It Approaches Puerto Rico
c0slL6p2KKY,BloombergTelevision,Missing Secret Service Texts Could Be Critical: Rep. Katko
A5iJg_ip8Ac,NYPost,Dr. Deborah Birx: This Is Not the Time to Go to the Grocery Store
dCjsuSjlfg4,TheHill,Saagar Enjeti: Unraveling How Wall Street Banks COVERED For Jeffrey Epstein
NjbROSFh0GE,TheEpochTimes,Documentary: Nine Commentaries on the Communist Party PT. 6 | The Epoch Times
kj7RQID-xHA,CBS,Supreme Court rejects Trump's effort to stop prosecutors from getting his tax records
-FcwLol8DNQ,LATimes,"Dodgers, Braves, NLCS: Who wins?"
WaSAGJcg3rE,USAToday,Students read letters they sent to Marine a decade ago
Gh_1WGffZkU,Politico,The Politico: Romney Wins CPAC Straw Poll
kQM2WSXmH1E,TheEpochTimes,Chinese Police Forcibly Separates Woman From Child so She Can Be Quarantined
vHNiigP0ck0,WSJ,will.i.am on How to Make Money with Music
GCcxfrOZKsY,Forbes,Alex Rodriguez Talks Getting Kids Off Miami's Streets And Giving Away His Yankees Money
DuTm1WA09uk,BusinessInsider,A Billionaire Investor Says The Economy Is Headed For '20 Years Of Ugliness' | Davos 2019
nNnHHlV6E6A,BloombergTelevision,Trump Says Everybody Wants to Open the Schools
pcXd7HGftB8,DailyMail,Final day: Johnny Depp and Amber Heard arrive at the High Court
i7lA4OSbvZM,DailyMail,Kevin Spacey posts ominous video referring to allegations
tNPiRVKET9M,Reuters,Breathtaking drone display illuminates Scottish skies
kHNtQHctNDo,Reuters,"We will 'put pressure on governors' to open schools, Trump says"
l8uqVmNK9oU,NewsNation,Idaho neighbor tells reporters he may have heard a scream | Banfield
_E2dbtcanp0,DailyMail,Russian soldier survives being shot in head by sniper | Ukraine war
M3s9bb63mMg,AssociatedPress,Gary Coleman: 1968-2010
z_AhtLPqluw,Forbes,Sal Khan: One Teacher. Millions of Students.
i27iSOEEOjw,BBCNews,Manchester attack: Father pays tribute to youngest Manchester victim - BBC News
_SZujgXkpKM,BusinessInsider,Why Spacesuits Are So Expensive | So Expensive
JySqukk84G0,BloombergTelevision,Mueller Says Any Testimony to Congress Won't Go Beyond Report
wvBqVpBuL6M,NewsWeek,7 Things: Channing Tatum -- video.NEWSWEEK.com
Ko3SSaNoOjU,FoxBusiness,Biden looks for deceased lawmaker at event
G3Yrr8_nQuk,WashingtonPost,"Capt. Crozier, Navy leadership and a coronavirus controversy, explained"
7lyMccMYPjY,BusinessInsider,How Tom Brady And Gisele BÃ¼ndchen Spend Their Millions
bk1IMjKyRXQ,Forbes,The $126 Billion Photo Shoot | Forbes
2iyOvvqnzfo,DailyMail,Moment Ukraine soldier was hit by a mine in shocking POV footage
_7smBUfFF7k,WashingtonPost,Trump supporter removed from United flight in China (2017)
yKE32qykzs0,BBCNews,"Hundreds dead in Iran protests including children, says UN - BBC News"
P87qJzBxcO8,FoxNews,Kat Timpf gives stand-up comedic performance on 'Gutfeld!'
OpMzdy7PKKo,Reuters,Israeli study finds 94% drop in symptomatic COVID-19 cases with Pfizer vaccine
PnK_5rqNgHg,TheHill,DeSantis has FIERY exchange with CNN reporter over COVID-19 vaccine
5GDvqKgtRGU,LATimes,"Drama Actors Roundtable: The Full, Frank Interview"
bg_MaA7qbvU,BBCNews,Hundreds arrested and flights out of Moscow sell out amid Russia military call-up - BBC News
G5n7aU5XuyY,TIME,Kamala Harris Corners Brett Kavanaugh On A Question About The Mueller Investigation | TIME
Woz3kQJgS9k,BloombergTelevision,'Bloomberg Surveillance: Early Edition' Full (12/27/22)
v6KOOBZ38ec,MassLive,Patriots QB Jimmy Garoppolo on pressures of filling in for Tom Brady
1vXEYJf84mU,LATimes,Protesters demand accountability from Netflix after Chappelle backlash spurs walkout
0MqY1bYEg1k,WSJ,Why 2% Is the Fedâs Magic Inflation Number | WSJ
LI-WNb0-lFY,WashingtonPost,Exclusive: Bidenâs phone call with the Nichols family
mo_jerXcqa4,DailyMail,Lone Ukrainian soldier takes out multiple Russians in trenches near Bakhmut's 'Road of Life'
vHx5Ta4VWbQ,BloombergTelevision,'Bloomberg Surveillance Simulcast' Full Show 9/27/2022
w90vPXpTBIQ,FoxBusiness,'MISMATCHED GAME': Expert warns that White House is not taking Beijing seriously
x3vdpM6mhY0,FoxNews,Hannity: Breaking down the Grassley-Graham memo
eX_qgwvRBuU,DailyMail,Moment Ukraine soldier destroys Russian tank with US-made Javelin missile
19OaF1BYaqw,Forbes,The Top 5 Colleges In The U.S. | Forbes
aneYwfOBT_4,DailyMail,Harrowing final moments of Cash App founder Bob Lee after San Francisco knife attack | Exclusive
dFJfLClsRSg,NewsWeek,Friends - 360Â° Video Of New York Filming Locations
SGeqffNk3Sw,NYPost,Canadian Zoologist Susan Crockford Sacked for Saying Polar Bears Aren't Dying
j-PMNtW_5Os,BloombergTelevision,Trump Says George Floyd Never Should Have Died
078yFEYGINk,BusinessInsider,McDonaldâs Will Make Changes To Their All-Day Breakfast Menu
NTfFMrfLjK0,Politico,Watch infuriated South Bend residents confront Mayor Pete over police shooting
NMnGv6f4og8,USAToday,Humanoid robot using ChatGPT warns of AI's 'unintended consequences' | USA TODAY
Dmxurb7_OvE,Reuters,Polar bear twin cubs get active in German zoo
UK_gUXKuCUk,DailyMail,Emma Thompson shuts down reporter over Royal Wedding talk - Daily Mail
SxbIOC6oCh8,NewsNation,Affidavit reveals shocking new details about Idaho murders | NewsNation Prime
LKnMZYEWFtY,CBSMornings,"Indonesia earthquake, tsunami: Aid not arriving fast enough"
meSt8DBTkPQ,WSJ,What It Would Take for Apple to Make a Car | WSJ
cwg3rZ7YvLI,LATimes,Secretariat Movie review by Kenneth Turan.
k2xZlng0f34,ABCNews,Arizona teacher arrested for allegedly having sex with 13-year-old
bZRXub6HXDE,Forbes,Success In 60 Seconds: Katrina Lake On How To Take No For An Answer | Forbes
iV0Kj46Z0Uo,Politico,Strategists peel back curtain on 'oppo'
wTXzzPh1-Mk,NewsNation,Russian general announces Putin's next targets | NewsNation
p8z37f4s1as,CBSMornings,"""Stranger Things"" star Dacre Montgomery on humanizing his character"
sFWiLEx_oto,BBCNews,Afghanistan: Lyse Doucet on America's looming deadline - BBC News
2oYrpDUe4jQ,TheEpochTimes,House Democrats Release Trumpâs Tax Returns; NBA Honors CCP Ambassador | Trailer | Capitol Report
Gnn_otxH1V8,WSJ,Who's Liable for AI Misinformation With Chatbots Like ChatGPT? | WSJ Tech News Briefing
tG6ZeYrS6xg,USAToday,Get a clue: Can you solve the 'Escape Room' puzzle?
7FTAUPFkKEE,TIME,Pentagon Shoots Down Mock Warhead Over The Pacific In Video Footage | TIME
vJjYeCHP41E,FoxNews,Gowdy reacts to 'unprecedented' calls for Schiff to resign
p0242yFKRpU,Vox,Why every American graduation plays the same song
O-rMMQUbByM,Forbes,How To Find A Supportive Manager Using Ten Important Questions | Forbes
5VxV2louFq8,WSJ,Father Attacks His Daughter's Killer in Court
OUHU5UjnGtw,WSJ,Ukraine âRoad of Deathâ Shows Russians Fired on Civilians: A Video Investigation
xfcOcwcEpd8,TheHill,"Glenn Greenwald: Obama Alum ADMITS To Trapping Edward Snowden In Moscow, Then LIED About It"
m53tMv3DjZQ,FoxBusiness,Did the 'smoking gun' in Hillary's Trump-Russia trial go off?
KlkiUC5otMs,DailyMail,Meghan is pretty in peach as she visits the National Theatre
xH7hGDT_vXU,TheHill,"Biden mocks ""STABLE GENIUS"" Trump in 2020 presidential campaign blitz"
jc4x35bUO38,EastIdahoNews,"Sick girl, surprised by GENTRI, gives an update on her condition"
U-mwFoev3OQ,Vox,"Trump quits Iran nuclear deal, undoing years of diplomacy"
bSYgUgCqwZs,BloombergTelevision,Joe Biden Accepts Democratic Nomination for President
KZ95ym1S-ZY,Forbes,Here's 5 Of 2021's Most Important Financial Stories That Will Follow Us Into 2022 | Forbes
dc2iDVfcaHM,BloombergTelevision,"Biden Set to Meet South Korea's Yoon, Japan's Kishida"
AT2Th91flhg,TheHill,"The Week: Biden's Revealing LEAKED AUDIO, TWU President On Industry Crisis"
4JVjrKnf1I0,Reuters,Fire breaks out at a Texas industrial facility
nvxtLQC22M8,WashingtonPost,Republican women block South Carolina abortion ban bill
anjqB35Ycl8,BloombergTelevision,EU's $60 Price Cap on Russian Oil Won't Matter: Babin
PBycJZ656K0,Forbes,Finally â Some Good News For The Economy Thanks To A New US-UK Free Trade Agreement
i-NMdo8_wms,Politico,Digging into the House Dems fight and what it means for a Biden administration
joswieGGdjQ,TheEpochTimes,Supreme Court Says Wilbur Ross Can't Be Questioned in Census Lawsuit
5e5rVyvAIuw,MassLive,"Gerald Green dusts Jaylen Brown, Marcus Smart in 1-on-1"
viPyiBdj-YY,DailyMail,Ukraine tank fires point-blank at Russian-held trenches forcing Putin's men to flee from Donbas
gflNlFmLM_g,TheWeatherChannel,How Would You Survive an Approaching Tornado?
NnFzjtR2IWI,Forbes,New Stimulus Bill? What You Need To Know - Steve Forbes | What's Ahead | Forbes
Mn4VDwaV-oo,Vox,The mistake that toppled the Berlin Wall
cocLxitM-YQ,AssociatedPress,Teen Fighting for Life After 'You Tube' Stunt
WeqhbioVH7k,MassLive,Sentencing of Robert Honsch in Springfield for 1995 murder of wife Marcia
nHZvLfOGT-M,DailyMail,Indian boy claims he can light up lightbulb by only TOUCHING it - Daily Mail
HummK21WwUo,TheWeatherChannel,'Yeti' Mystery SOLVED?
0NLb9uWmLEk,ForbesBreakingNews,JUST IN: Jim Jordan Explodes On Stacey Plaskett After She Rips Tucker Carlson Getting Jan. 6 Footage
QC3we90gGbw,MassLive,Watch Massachusetts cranberry harvesting at the largest Ocean Spray grower-owner
wNJ8bQxAoXM,CBSMornings,Baby in TV ad becomes instant infant celebrity
MBcHSkk-LqY,WashingtonTimes,Vereen blasts Oscars for Jeffrey Wright snub.
ji8C8YwnyL0,LATimes,Herschel Walker and Raphael Warnock head to runoff in Georgia Senate election
fvsu-jnPaXs,Forbes,Simone Biles On Why Athletes Should Speak Out On The Issues They Care About | Forbes
b1KoLP0iJtU,WashingtonPost,A healthy 29-year-old nearly died from coronavirus. Hereâs his story.
rmjGkeG5b0g,TheEpochTimes,Xinjiang Student Recounts Ordeal During Prolonged College Lockdown | Epoch News | China Insider
N5sDlnPGnVE,C-SPAN,U.S. Supreme Court 2017 Class Photo (C-SPAN)
RBdOolaisIc,TIME,Graffiti Meets The Digital Age | TIME
294DjHpc1l4,ABC7,Video: Big rig drags car down highway with driver pinned underneath trailer l ABC7
O9-syqi5gPE,C-SPAN,Secret Service Investigating Cocaine Found at White House
5K362pdxJTU,NYPost,"Motorcyclist RAMS Police Officer, Gets Tackled Immediately"
dLrzLyciIHA,WSJ,Can Your Eyes Change Color?
4U3MGLliEqM,TheEpochTimes,Generation Y and Z: Conservative? | Counterculture | Trailer
d1qk79pIHh8,NYPost,"Puberty Blockers, Double Mastectomy Recipient Opposes ""Gender-Affirming Health Care"""
ZAq8Mvs5I5Q,BloombergTelevision,Hillary Clinton: Glass Ceiling Will Be Shattered Some Day
med_VM67nOs,Forbes,This Founder Created HungryPanda To Make Authentic Asian Food More Accessible | Forbes
gQfnGVWERvI,Reuters,Tonga cleanup poses a 'new challenge'
jj8KX2aEfa8,CBS,Pete Buttigieg's campaign plans a shift in strategy
gqPltMpWIwo,CNN,Pelosi interview gets heated: You donât know what youâre talking about
yxeM6wCD9hk,TIME,32 Arrested At A Demonstration Near The Mexico Border In Support Of Migrant Caravan | TIME
Cr_S0HKYRe8,NYPost,'We're Not Going to Be a Prisoner Anymore' â PA Diner Defies Shutdown Order
XtK8ZaCyF5o,MassLive,Trey Flowers Discusses Patriots' Dominant Pass Rush Vs Titans
uu6gQ6asMJo,Politico,The swearing in ceremony for Judge Ruth Bader Ginsburg
g_sG7N7pJ6g,CNN,Mattis mocks Trump's bone spurs during Al Smith dinner speech
hPUIy6L95IU,USAToday,College student suspended for photo showing racial slur
5INvv6fTl0Y,WSJ,Volkswagen Presentation Interrupted by Protester
0LohJgqGSDY,BloombergTelevision,Biden and Boris Johnson Bump Elbows Ahead of G-7
l90AySVWgag,WashingtonPost,How âBaby Sharkâ became the Washington Nationalsâ unofficial anthem
ljhWsMsYk2w,WashingtonPost,Trump's former Atlantic City casino imploded after years of disrepair
iib_imkZ5fk,BusinessInsider,Why Oil Paint Is So Expensive | So Expensive
KtNZV7qezMM,BBCNews,US Elections: Trump's statement in Full - BBC News
iqa08P0Dsm4,CNN,Sean Penn vows to destroy Academy Award if Zelensky isn't invited to speak at Oscars
-U_FS-mR__8,TIME,Presidential Debate: The Biggest Moments Between Donald Trump and Joe Biden
eLJ47pAc2Eo,DailyMail,Hilarious moment baby boy joins in with twerking girls - Daily Mail
Kcg3R5o78qs,DailyMail,Caravan park gang who stole Â£400k through 15 ATM heists across UK
ez6vixzhH0Y,LATimes,UCLA undie run fall 2008
Ipmg-mpkjcQ,TIME,Philadelphia Eagles Players Say They Will Skip The White House Visit With President Trump | TIME
BkBpxWPsSRQ,WashingtonPost,"The history of St. John's, the 'church of the presidents'"
Kd4Y10rNZ1M,BloombergTelevision,Fed's Next Move | Bloomberg Surveillance 08/24/2022
ubXs-iX-YSU,TIME,Foreigners Fleeing Ukraine Report Discrimination At The Border
6HLB0Deb9G8,Vox,"David Bowie, remembered in 9 songs that sampled him"
tC0IMn8lsdc,Vox,"Meet one of the 260,000 legal immigrants Trump wants deported"
olT_2qvaU2s,FoxNews,Roseanne Barr: Why didn't Jimmy Kimmel get cancelled?
M3KsMp4xCoI,NYPost,Jay Sekulow Rips Nancy Pelosi's âCelebratoryâ Impeachment Pen Handouts
UWvCRtjLoJ0,CNN,Rainn Wilson: 'The Office' had to end
atOPUuGkfF8,BusinessInsider,Flour Made From Leftover Bread Could Help Reduce Waste | World Wide Waste
dFLay1fOcMQ,FoxBusiness,Elon Musk is at war right now: Wealth management expert
UIPLlz-zMls,Forbes,How Dr. Laura Stachel Turned A Career Setback Into An Entrepreneurial Endeavour | Forbes
HCZl6O7epmg,TheEpochTimes,Experts: China a âWild Cardâ for Ending Pandemic | Trailer | China in Focus
M9kb3FOfPGs,Forbes,Will Huawei Be The First Global Brand From China?
JOPCYyItgYI,Vox,Should NCAA players be paid?
2ua947dUd-o,Reuters,"Philadelphia rocked by second night of looting, protests"
AbgRB3arCpY,WSJ,"The FTX Collapse, Explained | WSJ What Went Wrong"
ZAb00zL2tg8,Reuters,'Day of shame' as more than 90 killed in Myanmar
uJytpMGejlo,BloombergTelevision,Senate Democrats Demand White House Testimony on Trump Impeachment
39gFZawmKfM,Forbes,Facebook Announces Algorithm Changes; Apple Brings Money Back To U.S. | Forbes Flash
D6STUfQ3-Ds,BloombergTelevision,Amazon's Bezos Says Being the Second Richest Person in the World Was Fine
LGSrFoD5d_I,BBCNews,"Taliban kill civilians in Panjshir Valley, Afghanistan - BBC News"
nRBfZBb-4L4,WashingtonTimes,Cohen Says Russia Still Angry at U.S.
Jx3svMxAIas,TheEpochTimes,ARSON ATTACK AT EPOCH TIMES NEWSPAPERâS PRINT SHOP
5hS8JLmFjLo,TheHill,Press Secretary Jen Psaki to reporter: You are not a spokesperson for the White House
t9gtwtmJAKM,Forbes,Xbox Is About To Leave PlayStation In The Dust | Erik Kain | Forbes
fnWhO1LB9fw,USAToday,Army dad salutes his daughter on graduation day ð| Militarykind
J72lIYkF3xY,ABCNews,Secret Camera by Serving Table Caught Romney
UQDjrS35j9k,MassLive,"Whatâs in there? Taking inventory inside closed Lynch School in Holyoke, Part 2"
ZVVRV75jDj8,CNN,Outgunned Ukrainian pilots take the fight to Russia
ZAd7F2BRgSc,TheEpochTimes,Chinese Virologist Reveals WHO Colluded With the CCP in COVID 19 Cover up | CCP Virus | Epoch News
IgAypF0rBGI,BBCNews,Kashmir conflict:  Why India and Pakistan fight over it - BBC News
wBxlu9yXUqM,USAToday,"Biden announces new COVID-19 plans, says 'I know you're frustrated' | USA TODAY"
_3xCRVw5WgQ,BloombergTelevision,Stock Markets Hitting a Reset?
-yn4KF1faFI,Reuters,Maui wildfires become state's deadliest disaster
WfIIETMzNEQ,Forbes,Entrepreneur Amanda Ebokosia On Integrityâs Importance In Success | Unfiltered | Forbes
EJCWUKbloho,CBSMornings,"8-year-old Texas girl, whose kidnapping was caught on video, found"
FvYc5QchZbo,Forbes,Top 10 Countdown of the World's Most Powerful People 2013 | Forbes
Blrs3p24b0c,ABC7,Suspects arrested in killing of 6-year-old Aiden Leos in Orange County | ABC7 Los Angeles
Qh33ivrx3n0,TheGuardian,What does Vladimir Putin's Russia want in Ukraine? | Guardian Explainers
xZxWrl63Uss,Reuters,Lithuania braced for Russian power shutoff
